id,label,parent.purl,entity.weight,entity.type
obo.BFO_0000035,process boundary,BFO,0.3333333333333333,obo.BFO_0000003
obo.BFO_0000038,one-dimensional temporal region,BFO,0.25,obo.BFO_0000003
obo.BFO_0000040,material entity,BFO,0.25,obo.BFO_0000002
obo.BFO_0000140,continuant fiat boundary,BFO,0.2,obo.BFO_0000002
obo.BFO_0000141,immaterial entity,BFO,0.25,obo.BFO_0000002
obo.BFO_0000142,one-dimensional continuant fiat boundary,BFO,0.16666666666666666,obo.BFO_0000002
obo.BFO_0000144,process profile,BFO,0.25,obo.BFO_0000003
obo.BFO_0000145,relational quality,BFO,0.2,obo.BFO_0000002
obo.BFO_0000146,two-dimensional continuant fiat boundary,BFO,0.16666666666666666,obo.BFO_0000002
obo.BFO_0000147,zero-dimensional continuant fiat boundary,BFO,0.16666666666666666,obo.BFO_0000002
obo.BFO_0000148,zero-dimensional temporal region,BFO,0.25,obo.BFO_0000003
obo.BFO_0000182,history,BFO,0.25,obo.BFO_0000003
obo.CHEBI_16991,deoxyribonucleic acid,CHEBI,0.125,obo.BFO_0000002
obo.CHEBI_23367,molecular entity,CHEBI,0.2,obo.BFO_0000002
obo.CHEBI_33696,nucleic acid,CHEBI,0.14285714285714285,obo.BFO_0000002
obo.CHEBI_33697,ribonucleic acid,CHEBI,0.125,obo.BFO_0000002
obo.CHEBI_33839,macromolecule,CHEBI,0.16666666666666666,obo.BFO_0000002
obo.CL_0000000,cell,CL,0.2,obo.BFO_0000002
obo.CL_0000010,cultured cell,CL,0.14285714285714285,obo.BFO_0000002
obo.CL_0000578,experimentally modified cell in vitro,CL,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000003,measurement unit label,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000005,objective specification,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000007,action specification,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000009,datum label,IAO,0.2,obo.BFO_0000002
obo.IAO_0000027,data item,IAO,0.2,obo.BFO_0000002
obo.IAO_0000028,symbol,IAO,0.2,obo.BFO_0000002
obo.IAO_0000030,information content entity,IAO,0.25,obo.BFO_0000002
obo.IAO_0000032,scalar measurement datum,IAO,0.14285714285714285,obo.BFO_0000002
obo.IAO_0000033,directive information entity,IAO,0.2,obo.BFO_0000002
obo.IAO_0000078,curation status specification,IAO,0.14285714285714285,obo.BFO_0000002
obo.IAO_0000102,data about an ontology part,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000104,plan specification,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000109,measurement datum,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0000300,textual entity,IAO,0.2,obo.BFO_0000002
obo.IAO_0000310,document,IAO,0.2,obo.BFO_0000002
obo.IAO_0000314,document part,IAO,0.2,obo.BFO_0000002
obo.IAO_0000416,time measurement datum,IAO,0.125,obo.BFO_0000002
obo.IAO_0000572,documenting,IAO,0.2,obo.BFO_0000003
obo.IAO_0020021,identity document,IAO,0.5,obo.IAO_0020021
obo.IAO_0020022,documented identity,IAO,0.2,obo.BFO_0000002
obo.IAO_0020023,authentication,IAO,0.25,obo.BFO_0000003
obo.IAO_0020024,credential role,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0021002,document act,IAO,0.16666666666666666,obo.BFO_0000003
obo.IAO_0021003,social act,IAO,0.2,obo.BFO_0000003
obo.IAO_0021004,socio-legal generically dependent continuant,IAO,0.25,obo.BFO_0000002
obo.IAO_0021005,deontic declaration,IAO,0.16666666666666666,obo.BFO_0000003
obo.IAO_0021006,obligee role,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0021021,document act template creator role,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0021022,deontic declaration performer role,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0021030,document act target,IAO,0.2,obo.BFO_0000002
obo.IAO_0021031,document act performer role,IAO,0.16666666666666666,obo.BFO_0000002
obo.IAO_0021102,standing declaration,IAO,0.14285714285714285,obo.BFO_0000003
obo.IAO_0021300,obligor role,IAO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000001,informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000002,informed consent form design,ICO,0.2,obo.BFO_0000003
obo.ICO_0000003,informed consent form validation,ICO,0.2,obo.BFO_0000003
obo.ICO_0000004,informed consent form approval,ICO,0.2,obo.BFO_0000003
obo.ICO_0000005,signing informed consent form,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000006,informed consent regulatory body,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000007,part of informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000008,description of risk in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000009,specification of recontact method in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000010,option to check in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000011,required informed consent element,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000012,optional informed consent element,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000013,informed consent form for human biospecimen collection,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000014,informed consent form for human blood sample collection,ICO,0.125,obo.BFO_0000002
obo.ICO_0000015,signed informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000016,allowed research scope in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000017,fully signed informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000018,informed consent form signed by human subject,ICO,0.125,obo.BFO_0000002
obo.ICO_0000019,signature section in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000020,human subject signature section in informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000021,investigator signature section in informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000022,date specification in informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000023,completely filled informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000024,partially filled informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000025,effective date specification in informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000026,expiration date specification in informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000027,starting date specification in informed consent form,ICO,0.125,obo.BFO_0000002
obo.ICO_0000028,part of informed consent form for human blood sample collection,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000029,informed consent form for clinical study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000030,informed consent form for storage and future use of unused samples,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000031,informed consent form for qualitative study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000032,informed assent form for child or minor,ICO,0.125,obo.BFO_0000002
obo.ICO_0000033,informed parental consent form for qualitative research involving children,ICO,0.125,obo.BFO_0000002
obo.ICO_0000034,'informed parental consent form for clinical research involving children',ICO,0.125,obo.BFO_0000002
obo.ICO_0000035,date specification in informed consent form,ICO,0.2,obo.BFO_0000002
obo.ICO_0000036,informed consent form signing date,ICO,0.1111111111111111,obo.BFO_0000002
obo.ICO_0000037,project duration specification in informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000038,project starting date specification in informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000039,project ending date specification in informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000040,human subject consenter,ICO,0.058823529411764705,obo.BFO_0000002
obo.ICO_0000041,informed consent rule specification,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000042,obligation informed consent rule specification,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000043,permission informed consent rule specification,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000044,informed consent identification code,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000045,investigator,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000046,authorization,ICO,0.2,obo.BFO_0000003
obo.ICO_0000047,human population,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000048,nonprofit organization,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000049,profit organization,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000050,animal research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000051,cancer research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000052,metastatic melanoma research investigation,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000053,drug testing research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000054,human research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000055,genetic study,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000056,nonprofit research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000057,profit research investigation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000058,informed consented study period,ICO,0.2,obo.BFO_0000003
obo.ICO_0000059,ethics rule specification in informed consent,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000060,specimen storage,ICO,0.2,obo.BFO_0000003
obo.ICO_0000061,informed consent form for genetic study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000062,human subject unable to give informed consent,ICO,0.058823529411764705,obo.BFO_0000002
obo.ICO_0000063,informed consent form for quantitative study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000064,study requiring informed consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000065,clinical trial study,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000066,title of a clinical trial study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000068,general requirement for informed consent,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000069,contact person for questions about research,ICO,0.058823529411764705,obo.BFO_0000002
obo.ICO_0000070,contact person for questions about research subject rights,ICO,0.058823529411764705,obo.BFO_0000002
obo.ICO_0000071,contact person in the event of a research-related injury to the subject,ICO,0.058823529411764705,obo.BFO_0000002
obo.ICO_0000072,contact person in informed consent process,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000073,human subject,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000074,authorization for release of confidential health information,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000075,authorization documentation,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000076,authorization for medical records release,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000077,benefit,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000078,risk,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000079,Institutional Review Board,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000080,research assistant,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000081,legal guardian role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000082,legal guardian,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000083,protected health information,ICO,0.125,obo.BFO_0000002
obo.ICO_0000084,informed consent process with assenting process,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000085,informed assent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000086,consenter role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000087,study duration,ICO,0.1111111111111111,obo.BFO_0000002
obo.ICO_0000088,participation duration,ICO,0.2,obo.BFO_0000003
obo.ICO_0000089,actual duration of study subject participation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000090,credential letter,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000094,follow-up visit,ICO,0.2,obo.BFO_0000003
obo.ICO_0000095,minimal risk,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000096,alcohol abuse treatment record,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000097,mental health care record,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000098,explaining to participant candidate about the study participating information,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000099,informed consent form for human urine biospeciment collection,ICO,0.125,obo.BFO_0000002
obo.ICO_0000100,research-related injury,ICO,0.2,obo.BFO_0000003
obo.ICO_0000101,human subject personal identifiable information,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000102,information sharing process,ICO,0.2,obo.BFO_0000003
obo.ICO_0000103,individually identifiable health information,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000104,informed consent form containing questionnaire,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000105,explaining study purpose to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000106,legal name,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000107,study termination,ICO,0.2,obo.BFO_0000003
obo.ICO_0000108,subject withdrawal,ICO,0.2,obo.BFO_0000003
obo.ICO_0000109,permission cancellation,ICO,0.2,obo.BFO_0000003
obo.ICO_0000110,standard medical treatment,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000111,review board approval number,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000112,data administration,ICO,0.2,obo.BFO_0000003
obo.ICO_0000113,anonymized data,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000114,anonymized genomic data,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000115,anonymised genomic sample,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000116,human subject data usage,ICO,0.2,obo.BFO_0000003
obo.ICO_0000117,explaining study protocol to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000118,archive repository of signed informed consent form,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000119,storage duration of signed informed consent form,ICO,0.1111111111111111,obo.BFO_0000002
obo.ICO_0000120,archiving signed informed consent form,ICO,0.2,obo.BFO_0000003
obo.ICO_0000121,explaining benefits of participantion to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000122,US Federal Policy for the Protection of Human Subjects,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000123,archiving signed paper informed consent form,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000124,archiving signed electronic informed consent form,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000125,archiving signed scanned paper informed consent form,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000126,storage duration of signed informed consent form,ICO,0.2,obo.BFO_0000003
obo.ICO_0000127,planned duration of study subject participation,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000128,explaining risks of participantion to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000129,informed consent form for human saliva sample collection,ICO,0.125,obo.BFO_0000002
obo.ICO_0000131,IRB approval number,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000133,explaining sample process and usage to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000134,explaining study derived data usage to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000135,explaining record confidentiality to participant candidate,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000136,participant candidate making voluntary decision of acceptance,ICO,0.2,obo.BFO_0000003
obo.ICO_0000137,assessment of participant candidate understanding,ICO,0.2,obo.BFO_0000003
obo.ICO_0000138,vaccination informed consent form,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000139,Walgreens vaccine informed consent form',ICO,0.125,obo.BFO_0000002
obo.ICO_0000140,eligibility questionnaire,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000141,question textual entity,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000142,legally effective consenting,ICO,0.2,obo.BFO_0000003
obo.ICO_0000143,assent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000144,legally effective consented participant role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000145,consent for postmortem donation of specified anatomical entities,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000146,eligibility of candidate participation,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000147,candidate eligible for study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000148,candidate ineligible for study,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000149,consent to be contacted for future research,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000150,eligibility screeening,ICO,0.2,obo.BFO_0000003
obo.ICO_0000151,eligibility screening role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000152,eligibility screening person,ICO,0.0625,obo.BFO_0000002
obo.ICO_0000153,consent to be contacted for tissue research,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000154,explaining to participant candidate in informed consent process,ICO,0.2,obo.BFO_0000003
obo.ICO_0000155,informed consent,ICO,0.2,obo.BFO_0000003
obo.ICO_0000156,adult consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000157,parental consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000158,denial to informed consent,ICO,0.2,obo.BFO_0000003
obo.ICO_0000159,verbal consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000160,short form consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000161,informed consent for collection of biological sample,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000162,informed consent for tissue sample collection,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000163,informed consent for blood sample collection,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000164,subject withdrawal with sample stored for unlimited time,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000165,subject withdrawal with sample stored for limited time,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000166,deontic role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000167,permittee deontic role in genetic research,ICO,0.125,obo.BFO_0000002
obo.ICO_0000168,genetic research permission deontic declaration,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000169,assenter role,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000170,filled questionnaire,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000171,answer option text entity,ICO,0.16666666666666666,obo.BFO_0000002
obo.ICO_0000172,yes answer text entity,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000173,no answer text entity,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000174,filling informed consent form,ICO,0.2,obo.BFO_0000003
obo.ICO_0000175,filling questionnaire,ICO,0.2,obo.BFO_0000003
obo.ICO_0000176,permittee deontic role,ICO,0.14285714285714285,obo.BFO_0000002
obo.ICO_0000177,consent not to have financial benefit,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000178,consent not to be informed about incidental finding,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000179,broad consent,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000180,broad consent for research with biological sample,ICO,0.14285714285714285,obo.BFO_0000003
obo.ICO_0000181,informed consent to the secondary use,ICO,0.16666666666666666,obo.BFO_0000003
obo.ICO_0000182,informed consent to the secondary use of EHR,ICO,0.14285714285714285,obo.BFO_0000003
obo.NCBITaxon_10239,Viruses,NCBITaxon,0.16666666666666666,obo.BFO_0000002
obo.NCBITaxon_117571,Euteleostomi,NCBITaxon,0.1,obo.BFO_0000002
obo.NCBITaxon_2,Bacteria,NCBITaxon,0.16666666666666666,obo.BFO_0000002
obo.NCBITaxon_2157,Archaea,NCBITaxon,0.16666666666666666,obo.BFO_0000002
obo.NCBITaxon_2759,Eukaryota,NCBITaxon,0.16666666666666666,obo.BFO_0000002
obo.NCBITaxon_314146,Euarchontoglires,NCBITaxon,0.07142857142857142,obo.BFO_0000002
obo.NCBITaxon_32523,Tetrapoda,NCBITaxon,0.09090909090909091,obo.BFO_0000002
obo.NCBITaxon_32524,Amniota,NCBITaxon,0.08333333333333333,obo.BFO_0000002
obo.NCBITaxon_33154,Opisthokonta,NCBITaxon,0.14285714285714285,obo.BFO_0000002
obo.NCBITaxon_33213,Bilateria,NCBITaxon,0.125,obo.BFO_0000002
obo.NCBITaxon_40674,Mammalia,NCBITaxon,0.07692307692307693,obo.BFO_0000002
obo.NCBITaxon_7742,Vertebrata <Metazoa>,NCBITaxon,0.1111111111111111,obo.BFO_0000002
obo.NCBITaxon_9606,Homo sapiens,NCBITaxon,0.06666666666666667,obo.BFO_0000002
obo.OAE_0000001,adverse event,OAE,0.2,obo.BFO_0000003
obo.OBI_0000011,planned process,OBI,0.25,obo.BFO_0000003
obo.OBI_0000047,processed material,OBI,0.2,obo.BFO_0000002
obo.OBI_0000066,investigation,OBI,0.2,obo.BFO_0000003
obo.OBI_0000079,culture medium,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000086,reagent role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000094,material processing,OBI,0.2,obo.BFO_0000003
obo.OBI_0000097,participant under investigation role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000112,specimen role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000151,filter paper,OBI,0.125,obo.BFO_0000002
obo.OBI_0000181,population,OBI,0.2,obo.BFO_0000002
obo.OBI_0000202,investigation agent role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000245,organization,OBI,0.2,obo.BFO_0000002
obo.OBI_0000257,DNA extraction,OBI,0.1111111111111111,obo.BFO_0000003
obo.OBI_0000272,protocol,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000274,adding a material entity into a target,OBI,0.14285714285714285,obo.BFO_0000003
obo.OBI_0000319,material to be added role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000338,drawing a conclusion based on data,OBI,0.2,obo.BFO_0000003
obo.OBI_0000339,planning,OBI,0.25,obo.BFO_0000003
obo.OBI_0000341,histological sample preparation,OBI,0.16666666666666666,obo.BFO_0000003
obo.OBI_0000370,contain function,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000372,material separation function,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000378,filter function,OBI,0.125,obo.BFO_0000002
obo.OBI_0000379,mechanical function,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000423,extract,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000434,adding material objective,OBI,0.1111111111111111,obo.BFO_0000002
obo.OBI_0000444,target of material addition role,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000453,measure function,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000456,material transformation objective,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000471,study design execution,OBI,0.2,obo.BFO_0000003
obo.OBI_0000639,material separation objective,OBI,0.125,obo.BFO_0000002
obo.OBI_0000651,urine specimen,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000652,material combination,OBI,0.16666666666666666,obo.BFO_0000003
obo.OBI_0000655,blood specimen,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000659,specimen collection process,OBI,0.2,obo.BFO_0000003
obo.OBI_0000671,sample from organism,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000678,portioning objective,OBI,0.1111111111111111,obo.BFO_0000002
obo.OBI_0000680,whole organism preparation,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000681,separation into different composition objective,OBI,0.1111111111111111,obo.BFO_0000002
obo.OBI_0000684,specimen collection objective,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000686,material combination objective,OBI,0.125,obo.BFO_0000002
obo.OBI_0000740,material sample role,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000747,material sample,OBI,0.16666666666666666,obo.BFO_0000002
obo.OBI_0000806,material maintenance objective,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000810,informed consent process,OBI,0.2,obo.BFO_0000003
obo.OBI_0000832,measurement device,OBI,0.14285714285714285,obo.BFO_0000002
obo.OBI_0000834,high molecular weight DNA extract,OBI,0.1111111111111111,obo.BFO_0000002
obo.OBI_0000838,material maintenance,OBI,0.2,obo.BFO_0000003
obo.OBI_0000848,polyA RNA extraction,OBI,0.1,obo.BFO_0000003
obo.OBI_0000849,organellar RNA extraction,OBI,0.1,obo.BFO_0000003
obo.OBI_0000855,total RNA extraction,OBI,0.1,obo.BFO_0000003
obo.OBI_0000859,cytoplasmic RNA extraction,OBI,0.1,obo.BFO_0000003
obo.OBI_0000862,nuclear RNA extract,OBI,0.1111111111111111,obo.BFO_0000002
